alcohol	chlorides	citric acid	density	fixed acidity	free sulfur dioxide	pH	quality	residual sugar	sulphates	total sulfur dioxide	type	volatile acidity
10.3	0.043	0.5	0.9923	6.7	27	3.15	6	2.1	0.45	122	1	0.17
10.8	0.063	0	0.9914	6.1	36	3.27	6	1.6	0.67	87	1	0.41
11.1	0.055	0.21	0.9914	6	42	3.32	6	1.3	0.43	168	1	0.29
10.5	0.057	0.31	0.9946	7.5	131	3.18	5	5.8	0.59	313	1	0.27
10	0.04	0.41	0.9976	7.9	38	2.96	6	15.15	0.6	216	1	0.26
9.6	0.042	0.35	0.9978	6.5	55	3.23	6	15.4	0.5	195	1	0.28
9.8	0.038	0.34	0.9954	6.5	30	3.11	5	9.9	0.44	133	1	0.28
10.8	0.031	0.26	0.9923	5.6	12	3.25	5	5.7	0.38	80	1	0.26
11.8	0.033	0.3	0.9906	6.3	16	3.28	6	1.8	0.4	91	1	0.23
9.1	0.044	0.42	0.9962	6.4	30	3.18	6	9.7	0.47	140	1	0.26
11.2	0.031	0.1	0.9906	5.6	20	3.36	7	1.3	0.51	68	1	0.34
11.9	0.038	0.4	0.992	7.3	32	3.03	7	6.85	0.3	138	1	0.33
11.9	0.038	0.4	0.992	7.3	32	3.03	7	6.85	0.3	138	1	0.33
10.8	0.089	0.27	0.9923	6	40	3.49	6	1.5	0.62	143	1	0.18
10.6	0.049	0.48	0.9931	7.7	36	3.17	6	2.3	0.64	178	1	0.29
11.6	0.044	0.35	0.9941	7.1	26	3.17	5	12.5	0.29	72	1	0.39
10	0.049	0.5	0.9927	5.7	17	3.22	6	2.6	0.64	155	1	0.32
10	0.045	0.44	0.9924	7.3	21	3.15	7	1.4	0.46	98	1	0.2
12.5	0.027	0.22	0.9893	5.1	18	3.51	7	1.6	0.38	89	1	0.33
10	0.04	0.12	0.992	6.8	87	3.18	5	1.3	0.41	168	1	0.27
10.3	0.044	0.39	0.992	6.3	26	3.26	6	1.2	0.53	116	1	0.14
9	0.038	0.39	0.9999	7.2	42	2.97	6	18.95	0.47	155	1	0.25
10.4	0.045	0.28	0.9954	7	37	3.25	6	8.6	0.54	221	1	0.21
10.4	0.045	0.28	0.9954	7	37	3.25	6	8.6	0.54	221	1	0.21
9.4	0.053	0.5	0.9974	6.8	48	3.09	5	13.3	0.45	194	1	0.29
12.4	0.054	0.27	0.9914	5.8	30	3.53	5	2.6	0.42	156	1	0.28
9.8	0.048	0.24	0.9982	6.5	24	3.44	6	14	0.53	113	1	0.41
8.7	0.047	0.62	0.9976	7.2	66	3.16	5	11	0.5	178	1	0.39
9.6	0.047	0.53	0.9992	7.2	59	3.09	5	18.15	0.52	182	1	0.29
9.3	0.039	0.7	0.9983	8.6	21	3	6	12.15	0.73	158	1	0.37
12.5	0.023	0.29	0.99	6.6	19	3.25	6	2	0.45	86	1	0.24
9.2	0.043	0.34	0.9964	6.7	31	3.22	5	8.9	0.6	172	1	0.47
10.5	0.045	0.29	0.9936	7.4	53	3.34	6	1.6	0.68	180	1	0.29
12.1	0.035	0.36	0.9899	7	8	3.09	6	1	0.46	70	1	0.28
10	0.04	0.34	0.992	5.7	13	3.27	5	1	0.66	174	1	0.335
9.9	0.038	0.3	0.9937	6.4	8	3.2	6	2.25	0.62	210	1	0.3
8.9	0.053	0.31	0.998	7.8	46	3.06	6	12.2	0.53	140	1	0.18
8.8	0.09	0.26	0.9944	7.3	7	3.01	5	3.3	0.52	135	1	0.51
10	0.048	0.27	0.9938	6	40	3.64	7	1.9	0.54	170	1	0.24
10	0.048	0.27	0.9938	6	40	3.64	7	1.9	0.54	170	1	0.24
11	0.04	0.36	0.9931	7.3	31	3.16	6	5.2	0.59	141	1	0.26
11.2	0.03	0.47	0.9922	5.6	19	3.56	6	4.5	0.45	112	1	0.19
9.3	0.186	0.48	0.9945	6.4	64	3.06	5	4	0.4	150	1	0.18
9	0.067	0.36	0.9976	7.4	53	3.01	6	13.2	0.48	178	1	0.25
9.1	0.047	0.51	0.9987	7.9	54	3.09	5	15.3	0.51	171	1	0.345
10.4	0.045	0.3	0.992	6.1	22	3.31	5	1.5	0.54	61	1	0.24
10.2	0.044	0.31	0.9928	6.5	30	3.49	7	1.7	0.5	127	1	0.18
9.5	0.044	0.24	0.9969	5.9	53	3.25	5	12.1	0.39	165	1	0.21
8.7	0.051	0.66	0.9976	7.4	77	3.05	5	10.8	0.46	194	1	0.41
11.6	0.038	0.29	0.9912	6.5	26	3.32	7	2.7	0.41	107	1	0.28
11.7	0.035	0.33	0.991	7.4	39	3.17	7	1.9	0.44	138	1	0.2
12.3	0.034	0.26	0.9912	6	42	3.38	7	6	0.38	134	1	0.38
8.7	0.051	0.66	0.9976	7.4	77	3.05	5	10.8	0.46	194	1	0.41
9.5	0.04	0.33	0.995	7	25	3.19	6	5.8	0.58	136	1	0.23
9.1	0.059	0.5	0.9983	7.1	6	2.94	5	14.5	0.44	148	1	0.31
9.4	0.043	0.33	0.9968	6.9	28	3.2	5	10.1	0.52	152	1	0.41
9.8	0.052	0.49	0.9924	6.3	34	2.99	6	1.5	0.61	134	1	0.26
9.6	0.049	0.29	0.9965	7.3	38	3.43	5	7.5	0.38	158	1	0.25
8.7	0.045	0.68	0.9978	7.5	38	3	5	10.9	0.36	133	1	0.21
8.7	0.045	0.68	0.9978	7.5	38	3	5	10.9	0.36	133	1	0.21
10.9	0.051	0.27	0.9928	7.8	52	3.23	6	1.9	0.5	195	1	0.26
10.8	0.051	0.27	0.9928	7.7	52	3.23	6	1.8	0.5	190	1	0.24
9.6	0.057	0.3	0.993	7.4	33	3.12	6	1.4	0.5	135	1	0.19
11	0.039	0.29	0.9952	6.2	49	3.33	8	13.3	0.46	130	1	0.24
10.5	0.036	0.33	0.9916	5.8	23	3.18	6	1.2	0.6	99	1	0.31
8.8	0.05	0.42	0.9999	7	35	3.22	5	18.05	0.42	144	1	0.23
10.8	0.027	0.25	0.9934	5.9	34	3.49	6	4.5	0.51	140	1	0.14
10.3	0.046	0.14	0.9937	5.8	49	3.3	5	5.8	0.71	197	1	0.335
11	0.047	0.29	0.991	5.6	33	3.34	7	1.2	0.5	127	1	0.235
10.4	0.046	0.33	0.9971	6.3	68	3.36	6	13.9	0.5	179	1	0.21
9.5	0.05	0.28	0.9969	6.4	34	3.31	5	11.5	0.45	163	1	0.24
9	0.05	0.34	0.9973	7.4	57	3.16	6	12.2	0.37	146	1	0.105
9.1	0.067	0.34	0.9986	7.1	35	3.07	7	14.4	0.53	189	1	0.26
11.4	0.048	0.37	0.9917	6.5	70	3.33	7	2.5	0.75	138	1	0.21
11.3	0.052	0.25	0.9915	6.6	41	3.24	5	3.1	0.4	188	1	0.27
10	0.038	0.16	0.9922	6.8	122.5	3.15	4	1.4	0.47	234.5	1	0.29
9.4	0.049	0.26	0.9934	7.1	12	3.15	5	1.9	0.38	86	1	0.28
12.2	0.032	0.34	0.9952	6.8	47	3.37	7	14	0.5	133	1	0.25
9.6	0.052	0.38	0.9958	7.1	49	3.35	6	7.4	0.52	182	1	0.17
9.3	0.058	0.26	0.9972	7.8	34	3.14	6	9.2	0.55	199	1	0.42
12.5	0.039	0.34	0.995	7.1	46	3.38	8	14.5	0.5	150	1	0.32
11.8	0.033	0.38	0.991	5.8	23	3.42	7	4.75	0.42	94	1	0.32
11.8	0.033	0.38	0.991	5.8	23	3.42	7	4.75	0.42	94	1	0.32
10.7	0.043	0.35	0.9938	6.8	21	3.3	7	5.5	0.53	114	1	0.22
9.1	0.044	0.3	0.9972	7.2	61	3.14	6	10.7	0.5	222	1	0.28
10.1	0.043	0.34	0.9935	6.9	25	3.31	4	1.9	0.6	136	1	0.2
9.8	0.036	0.14	0.9944	5.9	34	3.17	5	6.3	0.63	185	1	0.37
9.5	0.047	0.28	0.9977	6.3	49	3.23	5	14.7	0.46	198	1	0.34
10.8	0.038	0.26	0.99325	6	39	3.41	6	2.7	0.5	187	1	0.39
10.5	0.038	0.27	0.9933	6.2	41	3.49	7	1.7	0.71	150	1	0.21
10.5	0.038	0.27	0.9933	6.2	41	3.49	7	1.7	0.71	150	1	0.21
10.9	0.028	0.4	0.9914	7.8	23	3.14	7	1.8	0.39	122	1	0.3
10.2	0.041	0.21	0.99225	6.4	35	3.15	5	1.2	0.46	136	1	0.39
9.4	0.057	0.34	0.9954	7	19	2.99	5	8	0.59	101	1	0.21
10.5	0.043	0.31	0.99455	6.4	42	3.35	5	5.3	0.47	157	1	0.16
9.2	0.04	0.25	0.9971	6.9	28	3.28	5	9.8	0.61	191	1	0.38
9.6	0.038	0.3	0.9948	6.4	15	3.14	6	5.5	0.49	129	1	0.25
9.4	0.034	0.25	0.9977	5.9	38	3.33	5	12.5	0.43	152	1	0.26
12.2	0.032	0.44	0.9907	7.1	32	3.25	7	1.8	0.48	107	1	0.28
9.3	0.051	0.37	0.99935	6.8	68	3.4	6	15.2	0.85	178	1	0.22
9.3	0.043	0.34	0.9962	6.7	41	3.42	7	8.8	0.4	113	1	0.11
10.4	0.035	0.45	0.997	9.1	28	3.2	9	10.6	0.46	124	1	0.27
9.2	0.04	0.28	0.99815	7.7	31	3.27	6	11	0.29	117	1	0.34
9.3	0.039	0.27	0.99815	7.6	31	3.27	6	10.6	0.3	119	1	0.3
9.2	0.04	0.28	0.99815	7.7	31	3.27	6	11	0.29	117	1	0.34
10.9	0.033	0.3	0.99225	5.9	28	3.39	7	2	0.69	92	1	0.24
9.3	0.049	0.27	0.99335	7.4	38	3.03	5	1.4	0.52	173	1	0.32
9.2	0.054	0.23	0.9971	7.8	42	3.02	6	8.8	0.58	215	1	0.42
9.8	0.039	0.31	0.99795	6.6	46	3.41	7	11.4	0.44	165	1	0.21
8.9	0.036	0.58	0.9977	7.8	44	3.06	6	11.2	0.41	161	1	0.27
9.5	0.045	0.32	1	6.5	44	3.38	6	16.5	0.46	166	1	0.26
11.7	0.036	0.42	0.9939	8.4	7	3.16	5	5.1	0.52	77	1	0.18
10.2	0.046	0.38	0.9956	6.8	24	3.33	6	8.1	0.59	155	1	0.25
11.5	0.037	0.4	0.9935	7.4	34	3.05	4	5.5	0.62	161	1	0.17
12.8	0.04	0.34	0.99155	7.5	34	3.14	8	4.3	0.45	108	1	0.42
11.9	0.034	0.36	0.99085	7.3	30	3.25	8	2.1	0.4	177	1	0.25
11.5	0.03	0.24	0.9909	6	30	3.31	6	1.8	0.47	105	1	0.2
10.8	0.036	0.35	0.99315	6.9	33	3.21	7	1.7	0.54	101	1	0.19
8.6	0.039	0.58	0.9978	7.7	41	3.06	5	11.1	0.49	151	1	0.34
9.5	0.036	0.36	0.9934	6.9	40	3.27	7	1.3	0.95	117	1	0.18
10.4	0.03	0.35	0.99255	8.1	38	3.22	8	1.7	0.63	103	1	0.27
9.9	0.028	0	0.9937	4.8	34	3.35	5	6.5	0.61	163	1	0.33
10.1	0.037	0.29	0.9926	7.3	37	3.19	6	1.2	0.7	97	1	0.24
9.4	0.08	0.65	0.9956	6	11	3.04	5	9.7	0.48	159	1	0.45
9.6	0.037	0.47	0.9939	10.3	5	2.89	3	1.4	0.28	33	1	0.17
11.5	0.022	0.43	0.9928	7.4	22	3.13	6	6	0.55	125	1	0.26
11	0.044	0.32	0.99185	6.5	34	3.37	7	2	0.68	90	1	0.3
10.3	0.043	0.39	0.9918	5.6	17	3.23	6	1.1	0.53	67	1	0.19
10.5	0.044	0.26	0.9923	7	12	3.08	6	1.6	0.46	87	1	0.29
9.8	0.054	0.37	0.99795	8	23	3.32	4	9.6	0.47	159	1	0.23
9.5	0.05	0.26	0.9946	8	11.5	3.24	4	1.2	0.37	88	1	0.32
10.3	0.042	0.39	0.995	7.4	36	3.36	7	4.7	0.56	137	1	0.13
11	0.037	0.32	0.9919	7.7	23	2.93	6	1.6	0.33	124	1	0.3
9.4	0.057	0.32	0.9956	7	59	3.55	7	4.6	0.44	144	1	0.11
10.7	0.044	0.41	0.9934	7.9	50	3.45	8	2	0.49	152	1	0.28
9	0.044	0.58	0.9978	6.1	42	3.15	5	15	0.51	115	1	0.36
9.6	0.037	0.33	0.99495	5.9	58	3.26	5	7.4	0.41	205	1	0.29
9.8	0.035	0.34	0.9965	7.6	26	3.08	6	9.7	0.49	143	1	0.22
10	0.042	0.37	0.9928	8.2	39	2.99	5	1.3	0.36	117	1	0.23
9	0.05	0.34	0.9983	7.3	38	3.03	6	15.4	0.42	174	1	0.24
9	0.05	0.34	0.9983	7.3	38	3.03	6	15.4	0.42	174	1	0.24
12	0.028	0.33	0.991	6.5	23	3.34	7	1.9	0.7	93	1	0.08
12	0.028	0.33	0.991	6.5	23	3.34	7	1.9	0.7	93	1	0.08
9.2	0.054	0.25	0.9956	7.6	22	3.12	5	4.3	0.49	111	1	0.3
10.7	0.037	0.33	0.9951	7.7	32	3.39	7	6.7	0.62	155	1	0.28
10.8	0.043	0.33	0.9925	6.9	63	3.44	5	1.6	0.52	149	1	0.19
12	0.036	0.39	0.9935	7.7	8	3.06	7	8.9	0.38	117	1	0.28
9.9	0.049	0.27	0.9972	6.5	75	3.19	5	15.2	0.39	217	1	0.25
10.8	0.044	0.28	0.993	6.6	18	3.42	6	3.3	0.64	91	1	0.18
11.3	0.038	0.26	0.9911	5.8	40	3.34	6	3.3	0.55	153	1	0.36
10.3	0.057	0.48	0.9943	8.3	31	3.15	6	1.7	0.41	98	1	0.16
10.5	0.045	0.42	0.9916	7.1	47	2.95	6	1.4	0.31	157	1	0.18
11.4	0.041	0.42	0.9925	8.6	35	3.11	7	1.5	0.49	125	1	0.2
9.7	0.039	0.46	0.993	6.2	38	3.38	6	1.6	0.51	123	1	0.15
10.4	0.052	0.35	0.9941	7	51	3.41	7	1.5	0.59	128	1	0.24
9.1	0.244	0.46	0.9983	7.9	33	2.87	3	10.6	0.74	227	1	0.64
11	0.035	0.34	0.9918	7.5	13	3.05	5	1.4	0.74	102	1	0.17
8.8	0.048	0.48	1.001	7.5	55	2.95	5	19.45	0.4	243	1	0.33
10.4	0.029	0.52	0.9918	7	5	3.07	5	1.7	0.43	61	1	0.31
10.7	0.06	0.34	0.9931	7.5	26	3.51	6	1.2	0.47	111	1	0.21
9	0.093	0.24	0.9981	7.2	35	3.41	5	10	0.47	197	1	0.51
9.7	0.054	0.38	1.0002	8.3	32	3.22	5	14.8	0.5	126	1	0.22
10.9	0.036	0.33	0.9953	8.2	28	2.96	7	9.1	0.4	118	1	0.29
10.1	0.046	0.29	0.9952	6.3	29	3.29	6	6.2	0.53	227	1	0.34
9.4	0.038	0.25	0.995	6.3	52	3.28	6	5.8	0.38	155	1	0.27
9.4	0.038	0.25	0.995	6.3	52	3.28	6	5.8	0.38	155	1	0.27
9.2	0.048	0.37	0.9995	7.4	43	3.03	6	16.95	0.42	190	1	0.2
12.6	0.029	0.15	0.9903	7.2	27	3.3	7	2	0.59	87	1	0.37
10.5	0.04	0.13	0.9922	5.9	11	3.29	5	1.4	0.52	64	1	0.415
10.9	0.044	0.4	0.9937	9.6	19	2.96	5	1.5	0.49	135	1	0.23
10.5	0.048	0.3	0.9933	7.2	27	3.25	5	1.6	0.45	131	1	0.24
8.9	0.042	0.17	0.9959	6.9	69	3.13	5	7.6	0.4	219	1	0.32
9.4	0.201	0.27	0.9942	5.7	73.5	3.27	6	4.1	0.38	189.5	1	0.26
10.4	0.057	0.49	0.9928	8.2	15	3.07	6	0.9	0.38	73	1	0.23
10.6	0.044	0.43	0.9938	7.4	22	3.22	6	1.4	0.62	113	1	0.23
11	0.037	0.38	0.9918	7.2	21	3.21	5	1	0.37	74	1	0.2
11.4	0.045	0.33	0.9931	7.4	31	3.42	5	2	0.55	101	1	0.22
9.1	0.042	0.41	0.9965	6.4	57	3	5	8.6	0.44	173	1	0.25
12.8	0.033	0.32	0.9912	7.9	40	3.18	7	4.1	0.44	138	1	0.46
9.6	0.068	0.47	0.9944	7.6	5	3.1	5	1.6	0.45	55	1	0.26
12.8	0.036	0.44	0.9913	7.6	10	3.01	6	1.9	0.7	119	1	0.21
10.7	0.024	0.26	0.9948	6.9	36	3.16	7	5.2	0.72	135	1	0.25
10.8	0.027	0.37	0.992	6.8	37	3.3	6	1.5	0.45	93	1	0.18
9	0.046	0.38	0.9955	6.4	35	3.1	5	7.8	0.37	192	1	0.3
11.5	0.031	0.4	0.9917	6.3	48	3.42	6	1.7	0.49	134	1	0.21
10.7	0.049	0.16	0.9917	5	10	3.48	6	1.5	0.44	97	1	0.33
10	0.038	0.39	0.994	7.6	21	3.16	6	1.2	0.67	115	1	0.28
12.6	0.033	0.37	0.992	7.9	27	3.16	7	5.85	0.54	93	1	0.44
10.8	0.045	0.31	0.9925	7.2	20	3.32	7	1.1	0.4	73	1	0.18
9.3	0.047	0.32	0.9927	5.6	24	3.12	6	1.1	0.42	152	1	0.245
12.2	0.037	0.41	0.9911	7.3	52	3.29	7	1.8	0.39	165	1	0.25
9.2	0.138	0.73	0.9936	7	58	3.08	5	1	0.3	150	1	0.16
9.3	0.036	0.38	0.9951	6.2	64	3.06	6	6.8	0.36	245	1	0.21
9.2	0.037	0.3	0.9952	6.4	63	3.06	6	7.1	0.34	236	1	0.23
9.9	0.036	0.35	0.9938	7.2	15	3.46	5	1.2	0.39	73	1	0.14
12.7	0.026	0.36	0.9927	8	50	3.07	8	8.8	0.25	151	1	0.45
12.5	0.026	0.41	0.991	7.8	29	3.02	6	1.7	0.78	140	1	0.16
11.4	0.05	0.29	0.9912	6.6	40	3.06	7	1.8	0.44	147	1	0.16
10.4	0.046	0.68	0.9948	9.2	22	3.02	6	1.6	0.45	130	1	0.15
10	0.044	0.36	0.997	8.1	63	3.1	6	9.7	0.46	162	1	0.2
11.2	0.026	0.26	0.9932	7.9	40	3.04	6	2	0.39	190	1	0.255
13.2	0.028	0.37	0.991	7.3	17	3.23	6	4.6	0.43	114	1	0.43
10.1	0.037	0.3	0.992	5.1	28	3.54	6	0.9	0.56	152	1	0.31
9.2	0.042	0.72	0.9958	6.5	33	3.12	6	6.8	0.36	168	1	0.22
9.5	0.05	0.41	0.994	8.3	24	2.85	5	2.2	0.45	108	1	0.21
12.6	0.034	0.39	0.991	7.8	62	3.09	8	1.8	0.75	180	1	0.21
10	0.048	0.3	0.9956	6.7	40	3.29	5	6.4	0.52	251	1	0.18
10.8	0.033	0.27	0.9959	8.4	37	2.99	6	12.15	0.39	116	1	0.58
12.2	0.041	0.37	0.9908	7.3	51	3.26	8	1.9	0.4	165	1	0.23
11.4	0.04	0.41	0.9907	7.6	38	2.92	5	1.1	0.42	143	1	0.19
9.3	0.039	0.4	0.9953	6.3	43	3.15	6	6.5	0.44	167	1	0.29
10.5	0.044	0.26	0.9951	6.2	56	3.52	6	5.7	0.37	158	1	0.12
10.1	0.046	0.28	0.9927	6.7	35	3.33	7	1.2	0.33	140	1	0.13
11.4	0.05	0.41	0.993	6.9	10	3.16	6	1.7	0.71	136	1	0.28
10.4	0.054	0.2	0.992	6.9	5	3.1	6	0.9	0.42	126	1	0.46
8.9	0.05	0.36	0.9986	7.3	35	3.04	7	13.1	0.46	200	1	0.25
11.1	0.044	0.29	0.994	7.4	31	3.3	8	5.4	0.5	122	1	0.4
10.9	0.044	0.31	0.9937	7.1	29	3.34	8	2.2	0.64	128	1	0.26
11.6	0.043	0.48	0.9938	9	11	2.9	5	6.6	0.38	73	1	0.31
9.3	0.038	0.02	0.9932	5.9	22	3.36	5	0.8	0.36	63	1	0.415
11	0.057	0.35	1.0001	8.6	35.5	3.04	3	15.55	0.63	366.5	1	0.55
10.1	0.042	0.49	0.998	9.2	29	3.1	4	11.8	0.34	137	1	0.28
11.6	0.047	0.49	0.9919	6.2	17	3.27	6	4.5	0.37	90	1	0.18
9.1	0.051	0.24	0.9925	5.3	25	3.32	5	1.1	0.47	105	1	0.165
10	0.056	0.74	0.9977	9.8	36	3.06	4	10	0.43	225	1	0.25
11.3	0.042	0.49	0.9917	7.4	35	3.13	5	1.1	0.55	156	1	0.25
9.2	0.051	0.74	1.0005	8.5	51	2.99	5	17.85	0.7	243	1	0.56
12.2	0.063	0.49	0.9911	6.3	35	3.38	6	1.2	0.42	92	1	0.27
11.8	0.034	0.49	0.9958	7.6	37	3.14	7	14	0.38	156	1	0.52
9.2	0.054	0.49	1.0012	8.3	50	2.99	5	19.8	0.54	231	1	0.21
11.5	0.036	0.49	0.9932	6.9	49	3.2	6	6.6	0.27	172	1	0.19
12.3	0.03	0.49	0.9903	7.1	30	3.13	7	3	0.39	96	1	0.25
11.8	0.034	0.49	0.9958	7.6	37	3.14	7	14	0.38	156	1	0.52
11.3	0.033	0.49	0.9955	7.8	37	3.14	6	13	0.35	158	1	0.43
11.5	0.044	0.24	0.9927	7.9	39	2.99	6	4.6	0.28	159	1	0.22
9.5	0.044	0.74	0.9972	6.5	68	3.18	6	13.3	0.54	224	1	0.26
10.3	0.03	0.49	0.9918	5.6	28	3.55	6	1.1	0.45	117	1	0.185
11.1	0.031	0.49	0.9918	7.5	8	3.06	5	1.3	0.62	97	1	0.2
12.3	0.033	0.49	0.9936	8	39	3.13	8	9	0.38	180	1	0.34
10.1	0.04	0.49	0.9938	8.3	34	3.05	5	1.7	0.37	169	1	0.2
10.6	0.037	0.49	0.9951	8.2	53	3.02	6	9.6	0.33	154	1	0.22
10.1	0.038	0.49	0.9939	8.3	38	3.05	6	1.7	0.37	167	1	0.2
11	0.041	0.49	0.9927	6.9	15	3.25	5	1.4	0.63	164	1	0.21
11.1	0.037	0.49	0.992	14.2	33	3.15	6	1.1	0.54	156	1	0.27
11	0.045	0.49	0.9954	7.9	48	3.04	6	7.7	0.55	195	1	0.28
8.7	0.037	0.74	0.9981	7.2	47	3.04	5	12.5	0.44	156	1	0.27
11.2	0.037	0.49	0.9943	8.1	26	3.1	7	8.1	0.3	174	1	0.3
10.3	0.031	0.49	0.9932	8.5	17	3.03	6	1.5	0.4	122	1	0.15
9.9	0.028	0.49	0.9926	8.9	6	2.91	5	1	0.32	24	1	0.13
10.6	0.049	0.49	0.9952	7.9	33	3.18	6	5.2	0.47	152	1	0.12
12.8	0.025	0.24	0.9903	7.1	32	3.34	6	1.8	0.59	102	1	0.36
12.6	0.038	0.49	0.9912	7.3	44	3.32	7	1.8	0.44	152	1	0.21
9	0.045	0.49	0.9963	6.2	12	3.27	4	6.4	0.57	115	1	0.43
10.1	0.059	0.49	0.9958	9.1	10	3.15	5	2	0.46	112	1	0.28
9.7	0.055	0.49	0.9974	7.4	49	3.52	6	8.2	0.58	188	1	0.3
9.7	0.055	0.49	0.9974	7.4	49	3.52	6	8.2	0.58	188	1	0.3
10.3	0.045	0.49	0.9931	7.8	21	3.16	5	3.1	0.35	116	1	0.26
10.5	0.048	0.49	0.9947	8.5	23	2.88	4	8.8	0.34	108	1	0.17
10.6	0.05	0.49	0.9946	7.1	17	3.31	4	1.8	0.58	128	1	0.64
10.1	0.046	0.74	0.9978	6.4	54	3.58	5	11.9	0.68	168	1	0.18
11.9	0.039	0.49	0.9934	8.4	46	3.03	7	7.4	0.33	108	1	0.24
9.2	0.045	0.74	0.9956	6.4	52	3.21	6	7.8	0.42	209	1	0.25
10.7	0.047	0.74	0.9916	6.8	25	3.13	6	1.2	0.41	111	1	0.21
10.5	0.043	0.49	0.9953	8.6	9	3.13	6	7.3	0.59	63	1	0.16
9.2	0.046	0.49	0.9956	6.4	53	3.24	6	7.3	0.43	206	1	0.27
9.9	0.172	0.74	0.9932	6.3	24	3.27	6	1.4	0.39	108	1	0.24
12.5	0.031	0.49	0.9906	7.5	44	3.07	6	1.7	0.46	109	1	0.32
8.6	0.057	0.49	1.0024	6.9	59	2.98	5	23.5	0.47	235	1	0.27
10.8	0.035	0.49	0.9958	8	40	3.14	5	11.7	0.34	131	1	0.29
10.7	0.047	0.49	0.9932	7.5	42	3.4	6	1.6	0.47	140	1	0.19
8.5	0.045	0.49	0.9982	6.4	53	3.14	6	13.3	0.48	243	1	0.37
11.3	0.027	0.49	0.9919	7.8	28	3.03	7	3.2	0.32	87	1	0.26
10.5	0.039	0.49	0.993	9	46	3.09	7	1	0.51	131	1	0.17
10.2	0.048	0.49	0.9987	9	52	3.31	6	10.4	0.44	195	1	0.22
11.4	0.053	0.24	0.993	6.9	6	3.23	5	1.8	0.7	121	1	0.25
10.5	0.048	0.49	0.9962	7.5	50	3.17	7	9.4	0.59	149	1	0.24
9	0.052	0.49	0.9956	6.6	19	3.11	5	7.4	0.38	184	1	0.46
9.4	0.049	0.49	0.9959	6.6	62	3.17	6	7.8	0.45	217	1	0.27
8.8	0.053	0.28	1.0103	7.9	35	3.15	6	31.6	0.38	176	1	0.33
9.9	0.036	0.38	0.9924	7.1	10	3.14	6	1.2	0.44	124	1	0.31
9.8	0.046	0.18	0.9963	7.8	33	3.2	6	6.7	0.56	160	1	0.24
10.4	0.045	0.2	0.9944	6.2	42	3.36	6	6.6	0.45	170	1	0.3
11.9	0.046	0.3	0.9962	6.3	49	3.74	6	10	0.55	212	1	0.31
9.1	0.049	0.33	1	7.3	41.5	3.06	7	17.85	0.44	195	1	0.26
9	0.055	0.28	0.9986	7.2	55	3.12	7	14.4	0.38	205	1	0.25
11	0.036	0.33	0.9928	7.2	35	3.25	6	3	0.4	132	1	0.21
10	0.041	0.36	0.9982	8.5	47	3.08	6	14.9	0.31	190	1	0.32
11.8	0.04	0.3	0.9927	7	41	3.28	6	4.2	0.49	213	1	0.24
11.6	0.043	0.29	0.9918	6.3	35	3.38	6	2.2	0.43	175	1	0.26
9.6	0.058	0.42	0.9954	6.7	27	3.16	5	6.4	0.44	151	1	0.33
9.6	0.057	0.42	0.9955	6.7	25	3.16	5	6.4	0.45	148	1	0.31
11.5	0.04	0.34	0.9912	6.5	43	3.32	8	1.6	0.59	148	1	0.18
9	0.05	0.33	0.9954	9.3	28	3.16	4	1.7	0.43	178	1	0.2
9.4	0.043	0.27	0.9933	5.8	24	3.38	6	1.8	0.31	69	1	0.23
12	0.041	1	0.9977	7.5	33	3.24	6	19.5	0.38	148	1	0.4
9.4	0.123	0.24	0.9953	6.8	35	3.07	5	6.6	0.48	116	1	0.3
11.4	0.032	0.29	0.9908	8.4	4	2.91	4	1.05	0.32	55	1	0.29
10.2	0.049	0.25	0.9934	7.4	43	3.42	7	1.4	0.54	141	1	0.23
11.1	0.042	0.28	0.9914	6.4	33	3.31	6	2.2	0.43	93	1	0.16
10.2	0.044	0.28	0.9948	8	31	3.16	6	5.7	0.51	124	1	0.3
11	0.037	0.27	0.9916	6.4	20	3.46	7	1.5	0.42	98	1	0.17
8.8	0.056	0.23	0.9967	6.9	56	3.17	5	8.6	0.44	215	1	0.29
12	0.03	1	0.9973	7.7	28	3.24	6	19.6	0.4	135	1	0.49
10.1	0.067	0.4	0.9957	8.7	17	3.27	6	1.5	0.57	100	1	0.45
11.8	0.04	0.26	0.9913	7.4	29	3.07	7	2.6	0.52	115	1	0.33
8.7	0.073	0.29	0.9984	6.8	56	3.06	6	15.4	0.41	173	1	0.23
9.4	0.065	0.39	0.9974	7.5	29	3.16	5	12.4	0.39	119	1	0.33
8.8	0.053	0.43	1.0008	8.8	60	3.28	6	15	0.79	184	1	0.2
12.8	0.03	0.29	0.9911	8.2	31	3	7	4.1	0.32	100	1	0.42
12	0.038	0.35	0.9912	6.8	10	3.09	6	2.8	0.53	164	1	0.3
9.2	0.034	0	0.9932	7.2	46	3.19	4	0.8	0.34	114	1	0.5
12	0.038	0.35	0.9912	6.8	10	3.09	6	2.8	0.53	164	1	0.3
9	0.033	0.12	0.9974	6.5	35	3.22	5	11.5	0.32	165	1	0.32
11.3	0.031	0.24	0.9948	7.7	41	3.12	7	11.2	0.43	167	1	0.44
11	0.046	0.25	0.9925	7.1	50	3.2	7	1.6	0.42	181	1	0.25
